0;52.19289017;20.99573135;2.31564
1;52.19289017;20.99573135;4.876180000000001
2;52.19289017;20.99573135;6.24184
3;52.19289653;20.99574089;6.962949999999999
4;52.19289653;20.99574089;7.45628
5;52.19290924;20.99574725;7.46177
6;52.19290924;20.99574725;7.5133199999999984
7;52.19292831;20.99575043;7.47894
8;52.19294739;20.99575679;7.0852
9;52.19294739;20.99575679;6.60007
10;52.19295375;20.99575679;6.14262
11;52.19295375;20.99576314;5.46331
12;52.1929601;20.9957695;4.8672
13;52.19296646;20.99577268;3.54022
14;52.19296646;20.99577268;2.46598
15;52.19297918;20.99577586;1.775
16;52.19297918;20.99577586;3.9750299999999994
17;52.19299189;20.99577904;7.723859999999999
18;52.19299825;20.9957854;10.71849
19;52.19302368;20.99578857;12.5275
20;52.19304276;20.99579811;13.01618
21;52.19306819;20.99580447;12.559550000000002
22;52.19309362;20.99580765;11.88923
23;52.19309362;20.99580765;11.253260000000001
24;52.19313812;20.99582036;10.601709999999999
25;52.19316355;20.99582672;10.75991
26;52.19316355;20.99582672;12.42244
27;52.19322077;20.99584262;12.519679999999997
28;52.19324621;20.99584897;11.80132
29;52.19327164;20.99585851;11.0732
30;52.19329707;20.99587123;10.14661
31;52.19331614;20.99587758;9.720780000000001
32;52.19331614;20.99587758;9.12624
33;52.19335429;20.9958903;7.61842
34;52.193367;20.99589348;5.10819
35;52.19337336;20.99589984;3.0703
36;52.19338608;20.99590302;0.30703
37;52.19339244;20.99590302;0.0
38;52.19339244;20.99590302;0.0
39;52.19339879;20.99590302;0.0
40;52.19340515;20.99590302;0.0
41;52.19341787;20.99590302;0.0
42;52.19342422;20.99590302;0.0
43;52.19342422;20.99590302;0.0
44;52.19343058;20.99590302;0.0
45;52.19343058;20.99590302;0.0
46;52.19343058;20.99590302;0.0
47;52.1934433;20.99590302;0.0
48;52.1934433;20.99590302;0.0
49;52.19344966;20.99590302;0.0
50;52.19344966;20.99590302;0.0
51;52.19344966;20.99590302;0.0
52;52.19345601;20.99590302;0.0
53;52.19345601;20.99590302;0.0
54;52.19345601;20.99590302;0.0
55;52.19345601;20.99589984;0.0
56;52.19345601;20.99590302;0.0
57;52.19345601;20.99589984;0.0
58;52.19345601;20.99589984;0.0
59;52.19345601;20.99589984;0.0
60;52.19345601;20.99589984;0.0
61;52.19345601;20.99589984;0.0
62;52.19345601;20.99589984;0.0
63;52.19345601;20.99590302;0.0
64;52.19345601;20.99589984;0.0
65;52.19344966;20.99589984;0.0
66;52.19344966;20.99589984;0.0
67;52.19344966;20.99589984;0.0
68;52.19344966;20.99589984;0.0
69;52.19344966;20.99590302;0.0
70;52.19344966;20.99590302;0.0
71;52.19344966;20.99590302;0.0
72;52.19344966;20.99590302;0.0
73;52.19344966;20.99590302;0.0
74;52.19344966;20.99590302;0.0
75;52.19344966;20.99590302;0.0
76;52.19344966;20.99590302;0.0
77;52.1934433;20.99590302;0.0
78;52.1934433;20.99590302;0.0
79;52.1934433;20.99590302;0.0
80;52.1934433;20.99590302;0.0
81;52.1934433;20.99590302;0.0
82;52.1934433;20.99590302;0.0
83;52.1934433;20.99590302;0.0
84;52.1934433;20.99590302;0.0
85;52.1934433;20.99590302;0.0
86;52.1934433;20.99590302;0.0
87;52.1934433;20.99590302;0.0
88;52.1934433;20.99590302;0.0
89;52.1934433;20.99590302;0.0
90;52.1934433;20.99590302;0.0
91;52.1934433;20.99590302;0.0
92;52.1934433;20.99590302;0.0
93;52.1934433;20.99589984;0.0
94;52.1934433;20.99589984;0.0
95;52.1934433;20.99589984;0.0
96;52.1934433;20.99589984;0.0
97;52.1934433;20.99589348;0.0
98;52.1934433;20.99589348;0.0
